macro,x,y,z,name,description,source
cluster_113_macro,-165000000.0,0.0,-77940000.0,Segaris,"During the Second Terraformer war, the people of Terranova fled their planet after the Xenon wreaked havoc on the ecosystem and made it unable to sustain life. Oddly, the Xenon attacks did little damage to the man-made structures there, and much of New Portsmouth, Terranova's principle settlement, was preserved. Many artefacts of daily life were left behind by those fleeing the planet at short notice.\n\nNow, the Segaris Pioneers are looking to reclaim Terranova for themselves, hoping that the artificial structures of New Portsmouth may offer some shelter from the harsh planetary environment. Alongside the debris and household items, many scientific and technical instruments were left behind, and the Pioneers hope to salvage and repurpose them for their own goals.",ego_dlc_terran
cluster_114_macro,-180000000.0,0.0,-86600000.0,Gaian Prophecy,"Gaian Prophecy was first discovered by Pioneer Initiative explorers venturing out of Brennan's Triumph. Soon after its discovery, it became a refuge for those Segaris Pioneers who were looking for a relatively secluded place to settle; this location fit the bill, as it was the only system in their territory which did not directly border any of the other established factions. More recently, as trade relations between the Antigone Republic and the Terran Protectorate have stabilised, the system has registered an increase in trade ships passing through on the way to their destinations.\n\nThe name of the system derives from its principle planet, Sutton, on which Pioneer scientists were able to observe many of the basic conditions that make colonisation possible. Initially, many Pioneers had hoped they had found a new home for their people on this Earth-analogue, but settling the planet turned out to be a much greater challenge than expected.",ego_dlc_terran
cluster_115_macro,-195000000.0,0.0,-77940000.0,Brennan's Triumph,"Originally connected to Earth via a Jump Gate, Brennan's Triumph's most significant planet, Taurus, was the first planet outside the Sol system to be colonised by human explorers. When they lost contact with Earth, most of these settlers would eventually travel further into the gate network to establish a government in Argon Prime.\n\nAfter the system's invasion and the tragic razing of Taurus during the First Terraformer War, the surviving colonists fled, leaving the system uninhabited. When the Xenon were pushed out of the system, Brennan's Triumph became a haven for piracy - most notably the organised slave trade - much to the dismay of the Argon Federation, who repeatedly attempted to put an end to this criminal activity. While the Argon Federation failed to regain control of the system, the Jump Gate shutdown would prove disastrous for the resident pirate groups. Since their economy relied exclusively on raiding neighbouring system, it completely collapsed when those systems became inaccessible.\n\nWhen the Terran government established a new connection between Neptune and Brennan's Triumph, they sent the Pioneer Initiative in to colonise the system. Now, the Segaris Pioneers are happy to have claimed it for themselves, despite its troubled history.",ego_dlc_terran
cluster_116_macro,-255000000.0,0.0,-60620000.0,Sol,No information available,ego_dlc_terran
cluster_701_macro,150000000.0,0.0,17320000.0,Mitsuno's Remembrance,"Rumours abound about the origins of Mitsuno's Remembrance, whispered tales of lost civilisations and fabled treasures hidden within its cosmic depths. Some speak of strange anomalies that defy explanation, while others tell of encounters with beings from beyond the stars, their intentions veiled in mystery.\n\nAt the heart of Mitsuno's Remembrance lies the legacy of Grandmother, a figure revered by the inhabitants of the system. Though little is documented about her, her presence is felt in every corner, from the ancient monuments that dot the landscape to the customs and traditions passed down through generations.",ego_dlc_timelines
cluster_702_macro,165000000.0,0.0,8660000.0,Mitsuno's Remembrance,"Rumours abound about the origins of Mitsuno's Remembrance, whispered tales of lost civilisations and fabled treasures hidden within its cosmic depths. Some speak of strange anomalies that defy explanation, while others tell of encounters with beings from beyond the stars, their intentions veiled in mystery.\n\nAt the heart of Mitsuno's Remembrance lies the legacy of Grandmother, a figure revered by the inhabitants of the system. Though little is documented about her, her presence is felt in every corner, from the ancient monuments that dot the landscape to the customs and traditions passed down through generations.",ego_dlc_timelines
cluster_703_macro,165000000.0,0.0,-8660000.0,Mitsuno's Remembrance,"Rumours abound about the origins of Mitsuno's Remembrance, whispered tales of lost civilisations and fabled treasures hidden within its cosmic depths. Some speak of strange anomalies that defy explanation, while others tell of encounters with beings from beyond the stars, their intentions veiled in mystery.\n\nAt the heart of Mitsuno's Remembrance lies the legacy of Grandmother, a figure revered by the inhabitants of the system. Though little is documented about her, her presence is felt in every corner, from the ancient monuments that dot the landscape to the customs and traditions passed down through generations.",ego_dlc_timelines
cluster_704_macro,15000000.0,0.0,60620000.0,President's End,"For years, the war with the Kha'ak ravaged President's End, causing untold damage and destruction, laying the sector entirely bare. The silent shells of the empty stations remained for two decades before settlers, largely survivors and their families who managed to flee early enough to avoid destruction, moved back in to start the reconstruction effort.\n\nFaced with the memories of the past, and the uncertain future ahead, the survivors built a memorial around the destroyed Kha'ak capital ship to those they had lost. This was not just a physical structure, but a testament to those that had fallen in defence of their home. As time has passed, and life has been restored to President's End, the memorial remains but has become less of a place of mourning and loss, and more a symbol of determination and hope.",ego_dlc_timelines
cluster_705_macro,-120000000.0,0.0,34640000.0,Nopileos' Memorial,"In the past, Nopileos' Memorial was known as a bustling cosmopolitan centre for commerce. During a major Xenon conflict, the sector suffered extensive damage and was left in ruins in the wake of devastating experimental Xenon weaponry. Since that unfortunate time, the inhabitants have slowly started returning to Nopileos' Memorial, and a resilient and hardy mining community has grown up around it.\n\nDue to its strategic location for trade, and its ongoing rebuilding, the sector has become infamous for its connection with smuggling. Whispered rumours abound about ties to the Paranid jewellery cartels, and tales are rife of the elusive smuggler, Lidya Halter, known as ""The Ghost"".",ego_dlc_timelines
cluster_706_macro,-105000000.0,0.0,25980000.0,Hatikvah's Faith,"As with so many other neighbouring sectors, Hatikvah's Faith suffered greatly from the Xenon conflict, leaving it empty of life until long after the war had concluded. The Xenon's destruction of a neighbouring system, by causing its twin suns to go nova, resulted in several sectors being uninhabitable for a long time. In the time since, intrepid, or sometimes desperate, colonists have attempted to rebuild civilisation. As in other sectors with similar stories, this has bred a community of stoic individuals, fiercely loyal to those who have given their lives in the past, and constantly trying to build a better future.",ego_dlc_timelines
cluster_708_macro,-45000000.0,0.0,95260000.0,Matrix #101,"Matrix #101 was long thought of as a Xenon stronghold, due to the increased Xenon activity in the area. However, this was soon disproved when excursions by the Argon Expeditionary forces managed to establish that the sector had a large number of wrecked ships but, apart from those guarding it, little Xenon activity.\n\nThere are many, often conflicting, theories about the nature of Matrix #101, the leading one being that the Xenon attempt to salvage all resources they can, and use this sector as a stockpile of those parts for future use. Some, however, ascribe more sentimental reasons to this, believing that the Xenon themselves have developed a soul, or belief of one, and are doing this to mourn their fallen brethren.",ego_dlc_timelines
